algorithm,heuristic,solution found,depth,initial_state,final_state,action_sequence,path_cost,time (ms), nodes, memory (Kb)
depth_acyclic,None,True,12,"Giurgiu","Zerind","[Giurgiu -> Bucharest (90), Bucharest -> Fagaras (211), Fagaras -> Sibiu (99), Sibiu -> Rimnicu (80), Rimnicu -> Pitesti (97), Pitesti -> Craiova (138), Craiova -> Drobeta (120), Drobeta -> Mehadia (75), Mehadia -> Lugoj (70), Lugoj -> Timisoara (111), Timisoara -> Arad (118), Arad -> Zerind (75)]",1284,0.2760887145996094,33,7.176
depth_acyclic,None,True,9,"Eforie","Drobeta","[Eforie -> Hirsova (86), Hirsova -> Urziceni (98), Urziceni -> Bucharest (85), Bucharest -> Fagaras (211), Fagaras -> Sibiu (99), Sibiu -> Rimnicu (80), Rimnicu -> Pitesti (97), Pitesti -> Craiova (138), Craiova -> Drobeta (120)]",1014,0.2162456512451172,27,6.572
depth_acyclic,None,True,6,"Lugoj","Urziceni","[Lugoj -> Mehadia (70), Mehadia -> Drobeta (75), Drobeta -> Craiova (120), Craiova -> Pitesti (138), Pitesti -> Bucharest (101), Bucharest -> Urziceni (85)]",589,0.370025634765625,46,7.208
depth_acyclic,None,True,9,"Vaslui","Mehadia","[Vaslui -> Urziceni (142), Urziceni -> Bucharest (85), Bucharest -> Fagaras (211), Fagaras -> Sibiu (99), Sibiu -> Rimnicu (80), Rimnicu -> Pitesti (97), Pitesti -> Craiova (138), Craiova -> Drobeta (120), Drobeta -> Mehadia (75)]",1047,0.24199485778808594,31,6.212
depth_acyclic,None,True,14,"Vaslui","Oradea","[Vaslui -> Urziceni (142), Urziceni -> Bucharest (85), Bucharest -> Fagaras (211), Fagaras -> Sibiu (99), Sibiu -> Rimnicu (80), Rimnicu -> Pitesti (97), Pitesti -> Craiova (138), Craiova -> Drobeta (120), Drobeta -> Mehadia (75), Mehadia -> Lugoj (70), Lugoj -> Timisoara (111), Timisoara -> Arad (118), Arad -> Zerind (75), Zerind -> Oradea (71)]",1492,0.34618377685546875,42,7.872
depth_acyclic,None,True,12,"Vaslui","Arad","[Vaslui -> Urziceni (142), Urziceni -> Bucharest (85), Bucharest -> Fagaras (211), Fagaras -> Sibiu (99), Sibiu -> Rimnicu (80), Rimnicu -> Pitesti (97), Pitesti -> Craiova (138), Craiova -> Drobeta (120), Drobeta -> Mehadia (75), Mehadia -> Lugoj (70), Lugoj -> Timisoara (111), Timisoara -> Arad (118)]",1346,0.3001689910888672,37,7.208
depth_acyclic,None,True,7,"Timisoara","Urziceni","[Timisoara -> Lugoj (111), Lugoj -> Mehadia (70), Mehadia -> Drobeta (75), Drobeta -> Craiova (120), Craiova -> Pitesti (138), Pitesti -> Bucharest (101), Bucharest -> Urziceni (85)]",700,0.35858154296875,44,7.512
depth_acyclic,None,True,12,"Urziceni","Zerind","[Urziceni -> Bucharest (85), Bucharest -> Fagaras (211), Fagaras -> Sibiu (99), Sibiu -> Rimnicu (80), Rimnicu -> Pitesti (97), Pitesti -> Craiova (138), Craiova -> Drobeta (120), Drobeta -> Mehadia (75), Mehadia -> Lugoj (70), Lugoj -> Timisoara (111), Timisoara -> Arad (118), Arad -> Zerind (75)]",1279,0.32830238342285156,38,7.512
depth_acyclic,None,True,8,"Iasi","Craiova","[Iasi -> Vaslui (92), Vaslui -> Urziceni (142), Urziceni -> Bucharest (85), Bucharest -> Fagaras (211), Fagaras -> Sibiu (99), Sibiu -> Rimnicu (80), Rimnicu -> Pitesti (97), Pitesti -> Craiova (138)]",944,0.24199485778808594,29,5.876
depth_acyclic,None,True,6,"Iasi","Rimnicu","[Iasi -> Vaslui (92), Vaslui -> Urziceni (142), Urziceni -> Bucharest (85), Bucharest -> Fagaras (211), Fagaras -> Sibiu (99), Sibiu -> Rimnicu (80)]",709,0.1952648162841797,23,4.548
depth_acyclic,None,True,8,"Neamt","Pitesti","[Neamt -> Iasi (87), Iasi -> Vaslui (92), Vaslui -> Urziceni (142), Urziceni -> Bucharest (85), Bucharest -> Fagaras (211), Fagaras -> Sibiu (99), Sibiu -> Rimnicu (80), Rimnicu -> Pitesti (97)]",893,0.3039836883544922,26,5.544
depth_acyclic,None,True,5,"Neamt","Giurgiu","[Neamt -> Iasi (87), Iasi -> Vaslui (92), Vaslui -> Urziceni (142), Urziceni -> Bucharest (85), Bucharest -> Giurgiu (90)]",496,1.06048583984375,128,8.532
depth_acyclic,None,True,5,"Neamt","Eforie","[Neamt -> Iasi (87), Iasi -> Vaslui (92), Vaslui -> Urziceni (142), Urziceni -> Hirsova (98), Hirsova -> Eforie (86)]",505,0.11301040649414062,12,3.188
depth_acyclic,None,True,5,"Neamt","Fagaras","[Neamt -> Iasi (87), Iasi -> Vaslui (92), Vaslui -> Urziceni (142), Urziceni -> Bucharest (85), Bucharest -> Fagaras (211)]",617,0.15497207641601562,17,3.488
